review,review_date,review_star
These exfoliating gloves work really well not too harsh but still effective. ,12 Nov 2025,4
it was really good when I used it and the condition it came was also good.  ,20 Nov 2025,4
I thought i would get normal one but I got same as shown love it  ,01 Feb 2026,5
"came ok but quality doesn't seem as good, have to try the product ",19 Nov 2025,5
Didn't try yet but packaging is good and delivered in just 1 day ,14 Oct 2025,5
sarrai ramro aako xa 😍 price anusar ta jhannai lastai ramroo😍 ,01 Dec 2025,5
Price anusar thikai ho. Haven’t tried it yet. Good for price  ,07 Feb 2026,5
Finally I got what I was searching for. Thank you daraz. ,18 Nov 2025,5
"ramro xa Tara black colour ma deko vaya best huntheo 
 ",15 Nov 2025,4
"Really Loved this. 
According to price it's worth it  ",11 Dec 2025,5
Quality is bad not satisfying . Not same as picture  ,15 Jul 2025,1
Haven’t used it yet but the shipping was very fast. ,12 Nov 2025,5
Soft and as shown in picture. Liye huncha dhukka le ,3 weeks ago,5
Product looks good need to test for effectiveness  ,02 Nov 2025,5
Looks kinda thinner thn I thought but let’s see ,15 Nov 2025,4
i have biughttttt this for theeee 2nddd timee ,10 Nov 2025,5
thank you for this product and your helping  ,06 Feb 2026,5
It’s nice it’s does it job for that price  ,11 Nov 2025,5
Good product ramro xa ani size ni thulo xa ,24 Nov 2025,4
It seems nice hope it's quality also good. ,23 hours ago,4
Well packaged. Reliable service and store ,13 Jul 2025,5
I really like this product its very good ,20 Nov 2025,5
same as shown and works really well. ,2 weeks ago,5
Love the color…can’t wait to try it  ,13 Oct 2025,5
"same as in the picture, very useful  ",02 Nov 2025,5
this product is better than expected ,27 Oct 2025,4
Nice quality considering the price  ,20 Sep 2025,5
ramro xa rmro Kam garxa Lida hunxa  ,09 Jan 2026,5
soon Goona try ! Looks amazing 👏  ,16 Oct 2025,4
not tired yet but looks good  ,23 Nov 2025,5
arrived safely and looks good ,15 Nov 2025,5
good for ezfoliating skin  ,11 Aug 2025,5
very nice and thank you  ,10 Nov 2025,5
not good  but not bad  ,29 Sep 2025,5
perfect for dead skins ,24 Sep 2025,4
Love this products ,08 Dec 2025,5
Good as per price ,24 Nov 2025,4
It's worth it 👌  ,10 Nov 2025,5
ramro chha hai ,16 Nov 2025,5
not too good  ,16 Nov 2025,5
patulo raixa ,19 Nov 2025,5
ramro lagyo  ,13 Aug 2025,5
Nott badd  ,30 Oct 2025,5
Good ,08 Jan 2026,5
got it  ,23 Sep 2025,5
nice one. ,29 Jul 2025,5
nice ,23 Jul 2025,5
good 😊 ,20 Jul 2025,5
ramro xa  ,29 Oct 2025,5
nice.  ,31 Jan 2026,4
Thikai ho ,17 Nov 2025,5
loved it  ,05 Oct 2025,5
The quality is average and in bottom there's dirty mark too... ,12 Oct 2025,3
soceko jasto chai xaina but herum use garda kasto hunxa ,17 Oct 2025,3
js received the product aba let's hope it works well ,29 Oct 2025,3
The exfoliating glove is decent. I like it ,28 Sep 2025,3
"I haven't used it so, maybe it will work  ",16 Nov 2025,3
"The gloves are fine, but its too thin.... ",18 Nov 2025,3
Average product. Good for normal use. ,08 Dec 2025,3
Timely deliver and yet not try  ,4 weeks ago,3
ok .it came with a hole🧐 ,20 Jul 2025,3
not satisfactory ..  ,13 Oct 2025,3
it works!! it is really a good product at this rate !! must buy product ! It removes your dead skin and makes your body smoother!! if you're in confusion then don't worry about it .. this product is  great  .. you must buy . ,17 Sep 2025,4
i love it mailo marda hatai dukhthyo ahiley sajilo bhayo wow ha ha ha dherai paxhi nuhako majja aayo  ,07 Jan 2026,5
I am reviewing the delivery person here. Delivered by the most diligent and humble delivery person Mr. Sriram Rajbanshi (I must mention him.) I don't know whether i am allowed or not to mention but kudos to him. ,30 Jan 2026,5
just wow!!! can't express how I'm feeling like ksto majjako x k aja aayo Saman ani I used it...I didn't expect this it's just wow.... ,11 Nov 2025,5
I love the quality but not perfect for me I need small size it is not good for me otherwise this is far better for those one who like to wear medium ,16 Oct 2025,5
"Exfoliating gloves are not as good as I expected. The texture feels too rough or ineffective, and they don’t seem to exfoliate the skin properly. Overall, the product did not meet my expectations in terms of quality and performance.”
waste of money  ",10 Dec 2025,1
"This is good and appearance as well. I used it one time but nothing much happened but I'll try it again cause my skin wasn't soft enough that time so hope it works well
 ",04 Nov 2025,4
one of the worst products I ever buy from daraz .Yoh saman kasailey ni na kinnu hola Yoh store Bata. steel ko vada majhni jaali ley jhoteko jasto hunxa . ,28 Jul 2025,5
"its very good it works for mee if you're looking for affordable and nice product it's totally worth it.
 ",03 Oct 2025,4
it's good .you can buy it doesn't exfoliate as said but as scrubbing it's good to use in shower.do recommend to buy.delivery was fast ,18 Dec 2025,5
"Quality is as per the price. It does exfoliate well. Soft and gentle. Actually I had ordered three products. It would have been more convenient and less expensive if all products were delivered on one trip. Overall, the product is exactly as mentioned.  ",21 Dec 2025,4
received in good status.good material.received as shown in pictures so just loved the product and will buy another piece in future. ,19 Nov 2025,5
It’s my second purchase so I know the product is amazing 😭 I loved the pink color too best for exfoliation  ,13 Jul 2025,5
Delivered perfectly but the glove was pink on one side and black on other. kind of unique one tho ,16 Oct 2025,4
Xhee kasto nrmro Malai kati pani man pareyna yo Saman chiiii k socheko k niskyo🤧🤧🤧🤧🤧🤧🤦‍♀️ ,15 Aug 2025,5
harsh on skin doesn't exploit as expected but great for lathering your body wash and soap  ,12 Oct 2025,5
"Fake product. donot buy this product as it doesnt clean properly. i regret buying this. 
 ",26 Aug 2025,5
"this is the best product from daraz I have ever purchase bath has been a pleasurable 
 ",01 Jan 2026,5
"A bit thinner than you expect, 
and comes in a piece not a set! 
fast delivery though! ",21 Sep 2025,4
people says kaam gardaina but there's also way to use it properly so yeah it's good  ,26 Nov 2025,4
Balla yo wala Ramro paryo Arko set ma leko 3 piece kei kam nagarni I love it 🩷 ,21 Sep 2025,5
"I think this product is life saver for me 
Best things to exfoliate your body ",17 Jul 2025,5
mailai chai kei aali alii matra aauxa dukhnuu chai lasss dhuxa scrub garda. ,18 Aug 2025,5
Delivery was on time and the quality was best loved it thank you so much 😻 ,09 Aug 2025,5
it's a good product and expectation vanda ni dherai ramro lagyo malai chai ,09 Dec 2025,5
product is good but i dont use in now i will use evening and i will tell  ,22 Jul 2025,5
god it on time so fast delivery. i didn't use it but i think it works  ,05 Nov 2025,5
It is so nice at this cheap price. Worth purchase. Highly recommend. ,23 Nov 2025,5
The gloves is as shown as in the photo . It exfoliates very nicely  ,04 Nov 2025,5
it is really good product with affordable price .I like it☺️🫶🏻 ,01 Sep 2025,5
it was too good after using it I realized my body was too dirty  ,17 Dec 2025,4
This one is different than the one i have purchased earlier  ,02 Sep 2025,5
Saman deliver vanyara deakhako xa aako nai xaina k vako ho  ,30 Jul 2025,5
"Nice but thought quality had to be more nice , no worries  ",15 Nov 2025,4
game changer. it removes dead skin and exfoliate so well😍 ,14 Sep 2025,5
I think its just ok didnt clear all the dirt as expected. ,09 Oct 2025,2
 euta side ali baklo arko side chai patalo xa k ho yo 😂 ,20 Jul 2025,5
One of the best😍It removes all the dead skin perfectly  ,05 Jan 2026,5
Quality is bad not satisfying . Not same as picture  ,15 Jul 2025,1
"Exfoliating gloves are not as good as I expected. The texture feels too rough or ineffective, and they don’t seem to exfoliate the skin properly. Overall, the product did not meet my expectations in terms of quality and performance.”
waste of money  ",10 Dec 2025,1
bulllshitttt...don't even get me started.... ,18 Nov 2025,1
Yekdam naramro.. waste of money  ,21 Dec 2025,1
yekdamai patalo xa aani aali ghochney khalko xa aani doesn't even exploit the skin fake product so disappointed i don't suggest this..😤 ,10 Nov 2025,1
ramro xaina khi pani kaam gardaina paanile vine paxi steel ko vhada majhne jute jastai rough hunxa . ma chai recomend gardina..  ,07 Jun 2025,1
"I’ve been a user of exfoliating gloves before and bought this one with the same hope . However this one failed to show good results . 
Bought in low price in sale . Regretted ",29 Jul 2025,1
"Skin matra naramro hunx 
Kai kaam gardiana kasaile na kinnu hola
Better buy  other than this from local stores ",18 Aug 2025,1
Doesn't take off dead skins . pijaz ko bora is better than this.... 🙃 . Waste of money.  ,22 Nov 2025,1
it doesn't work guyss don't buy this high expectations thiyo Tara it doesn't work  ,26 Jan 2026,1
"worst thing ever purchased 
it burned my skin and didn't even  exfoliate  ",30 Aug 2025,1
Bekar waste of money ekdamai naramro ekpalta use garese faldim jasto ,08 Jan 2026,1
"

material is not enough good for scrub















 ",3 weeks ago,1
This product is completely useless Don’t buy it ,30 Nov 2025,1
it hard to rub on your skin ......it's painful ,04 Feb 2026,1
it's not working!...I don't like it. ,16 Nov 2025,1
to much hard it didn't work for me ,17 Nov 2025,1
very bad. it doesn't exfoliate.  ,02 Jan 2026,1
Totally waste didn’t work for me ,24 Nov 2025,1
"Very poor quality bora jasto
 ",14 Oct 2025,1
Hate it . It’s doesn’t work  ,15 Oct 2025,1
🥲I don’t like it ;harsh xa  ,29 Nov 2025,1
Worst .. dublicate product  ,13 Nov 2025,1
didn't work as i expected. ,19 Nov 2025,1
it's does a great work ,2 weeks ago,1
Worst product dont buy ,05 Nov 2025,1
Doesn’t work ,15 Nov 2025,1
